Label,EmailText,EmailText_uk
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..","Моє життя для мене багато значить, Не тому, що я люблю своє життя, А тому, що я люблю людей в моєму житті, Світ називає їх друзями, Я називаю їх своїм Світом:-)... Ґе:-)..."
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.","Шановний, напишу сьогодні ввечері. зайнятий на вулиці, повідомлю вас сьогодні ввечері. все виглядає добре. варуннатху едуккукайі ракша оллу. але хороший в реальному сенсі."
ham,Hey you told your name to gautham ah?,"Гей, ти сказав своє ім'я Гаутаму А?"
ham,Haf u found him? I feel so stupid da v cam was working.,"Ви знайшли його? Я почуваюся такою дурепою, що відеокамера працювала."
ham,Oops. 4 got that bit.,Упс. Четвірка отримала цей шматок.
ham,Are you this much buzy,"Ти що, так хвилюєшся?"
ham,I accidentally deleted the message. Resend please.,"Я випадково видалив повідомлення. Надішліть його ще раз, будь ласка."
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,"Якщо ви абонент T-Mobile, ви можете отримати БЕЗКОШТОВНЕ оновлення телефону з камерою та сім-карту з функцією ""платити і йти"" за вашу лояльність. Телефонуйте за номером 0845 021 3680. Пропозиція діє до 28 лютого. Загальні положення та умови застосовуються"
ham,Unless it's a situation where YOU GO GURL would be more appropriate,"За винятком ситуацій, коли ТИ ЙДИ ГУЛЯЙ буде більш доречним"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,"Зроби мені боляче... Дражни мене. Доводь мене до сліз. Але в кінці мого життя, коли я помру, будь ласка, збережіть одну троянду на моїй могилі і скажіть STUPID I MISS U.. ГАРНОГО ДНЯ, БЛЯХА-МУХА."
ham,I cant pick the phone right now. Pls send a message,"Я не можу взяти трубку прямо зараз. Будь ласка, надішліть повідомлення."
ham,Need a coffee run tomo?Can't believe it's that time of week already,"Хочеш випити кави сьогодні? Не можу повірити, що вже така пора тижня."
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V","Круто, я пам'ятаю, як востаннє ми вперше накурювали когось дизельним паливом :V"
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?","Лайно, яке дійсно шокує і лякає, не можу уявити ні на секунду. Готовий до нічної прогулянки? Як думаєш, я можу десь переночувати, щоб заощадити на таксі?"
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,"До речі, у твоєму холодильнику з'явилося більше їжі! Хочеш піти кудись поїсти сьогодні ввечері?"
ham,He is a womdarfull actor,Він - повноцінний жіночий актор
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE","SMS. ac Побачення наосліп 4U! Rodds1 21/m з Абердін, Великобританія. Перевірте його http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,Yup... From what i remb... I think should be can book... ,"Так... Наскільки я пам'ятаю... Гадаю, я можу замовити..."
ham,Jos ask if u wana meet up?,Хочеш зустрітися?
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,"Так. Наша дружба висить на волосині, бо ти не купуєш речей."
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468","TheMob> Ознайомтеся з нашою найновішою добіркою контенту, ігор, мелодий, пліток, дівчат і спорту, підтримуйте свій мобільний у формі і відправляйте прикольні WAP-повідомлення на номер 82468"
ham,Where are the garage keys? They aren't on the bookshelf,Де ключі від гаража? Їх немає на книжковій полиці.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,Сьогодні ДЕНЬ ПРИЙНЯТТЯ... Ти приймаєш мене як? 
spam,"Think ur smart ? Win ÃÂ¥ÃÂ£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week","Вважаєш себе розумним? Виграйте 200 фунтів стерлінгів цього тижня у нашій щотижневій вікторині, надішліть PLAY на номер 85222 зараз! Правила та умови для переможцівClub PO BOX 84, M26 3UZ. 16+. GBP1.50/тиждень"
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,"Він каже, що зателефонує мені, коли його друг отримає гроші, але він точно купить до кінця тижня"
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.","Привіт, те, як я був з тобою два дні, це нормально і це справжній я. Ти унікальна, і я сподіваюся, що знатиму тебе все життя. Сподіваюся, ти знайдеш те, що було втрачено."
ham,You made my day. Do have a great day too.,Ви зробили мій день. Вам теж гарного дня.
ham,K.k:)advance happy pongal.,К.к:) заздалегідь щасливого понгалу.
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...","Хммм... Гадаю, ми можемо піти на 4-кілограмову силову йогу... Ха-ха, не знаю, чи можемо ми займатися силовою йогою ще... Thk got lo oso, forgot liao..."
ham,"Not really dude, have no friends i'm afraid :(","Не зовсім, чувак, боюся, у мене немає друзів :("
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,Тільки в грудні! Ваш мобільний телефон 11 місяців і більше? Ви маєте право безкоштовно оновити його до найновішої моделі з кольоровою камерою! Телефонуйте до компанії Mobile Update Co БЕЗКОШТОВНО на 08002986906
ham,"Coffee cake, i guess...","Кавовий торт, мабуть..."
ham,"Merry Christmas to you too babe, i love ya *kisses*","Тебе теж з Різдвом, крихітко, я люблю тебе *поцілунки*."
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,"Слухай... Чому б нам просто не піти подивитися ""Людей Ікс"" і пообідати... Ха-ха."
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,"Скажіть, що доведеться трохи почекати, бо 2 автобуси вже поїхали, бо були переповнені, а я все ще чекаю на 411. Піте!"
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,Це було б чудово. Ми будемо в Гільдії. Можемо зустрітися на Брістольській дорозі або ще десь - зв'яжемося на вихідних. Наші плани летять! Гарного тижня.
ham,No problem. How are you doing?,Без проблем. Як справи?
ham,No calls..messages..missed calls,"Немає дзвінків, повідомлень, пропущених дзвінків"
ham,Hi da:)how is the todays class?,Привіт:) Як вам сьогоднішнє заняття?
ham,"I'd say that's a good sign but, well, you know my track record at reading women","Я б сказав, що це добрий знак, але ви ж знаєте, що я вмію читати жінок."
ham,"Cool, text me when you're parked","Круто, напиши мені, коли припаркуєшся."
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,"Я читаю повідомлення, яке щойно тобі надіслав. Це мав бути жарт. Тож прочитай його в такому світлі."
ham,K.k:)apo k.good movie.,К.к:)апо к.хороший фільм.
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,"Може, я міг би взяти книжку, а потім одразу ж її повернути? Або ще щось."
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Телефонуйте до Німеччини всього за 1 пенс за хвилину! Телефонуйте зі стаціонарного телефону за номером доступу 0844 861 85 85. Без передоплати. Прямий доступ!
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,"Будь-який шанс, який у тебе міг бути зі мною, випарувався, як тільки ти порушив моє приватне життя, вкравши мій номер телефону з документів свого роботодавця. Зовсім не круто. Будь ласка, не зв'язуйтеся зі мною більше, або я доповім про вас вашому керівнику."
spam,Valentines Day Special! Win over ÃÂ¥ÃÂ£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Спеціальна акція до Дня Святого Валентина! Виграйте понад 1000 фунтів стерлінгів у нашій вікторині та візьміть свого партнера у подорож усього життя! Надішліть GO на номер 83600 зараз. 150 пенсів / мсг rcvd. CustCare:08718720201.
ham,"Ta-Daaaaa! I am home babe, are you still up ?","Та-даааа! Я вдома, крихітко, ти ще не спиш?"
ham,Cool. So how come you havent been wined and dined before?,"Круто. А як так сталося, що тебе ще не пригощали?"
ham,Just sleeping..and surfing,Просто сплю і займаюся серфінгом.
ham,"Sorry, I'll call later","Вибач, я передзвоню пізніше."
ham,U calling me right? Call my hand phone...,"Ти ж мені дзвониш, так? Дзвони на мій ручний телефон..."
ham,Ok that's great thanx a lot.,"Гаразд, це чудово, дуже дякую."
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,"Я так розумію, що повідомлення прийшло! У вас, мабуть, зараз 1000 текстів! Приємного читання. Моє повідомлення від wiv hello caroline в кінці - моє улюблене. Благослови його."
ham,Where u been hiding stranger?,"Де ти ховався, незнайомцю?"
ham,Am not interested to do like that.,Мені не цікаво так робити.
ham,My sister cleared two round in birla soft yesterday.,Моя сестра вчора розстріляла два патрони з бірли софт.
ham,Gudnite....tc...practice going on,Gudnite....tc...практика триває
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,Це ж треба. Я щойно прочитав твою пошту. Якщо Х'юмінг не надіслав тобі мій номер. Це мій номер.
ham,One small prestige problem now.,Одна невелика проблема з престижем.
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Хочеш переспати? Я хочу. Зацікавлений? sextextuk.com txt XXUK SUZY на 69876. Вартість смс - 1.50 за повідомлення. Умови на сайті. X
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,"Просто перевіряю, як ти. Я дуже сумую за Джеремайєю. Гарного тобі місяця."
ham,"Nah can't help you there, I've never had an iphone","Нічим не можу допомогти, у мене ніколи не було айфона"
ham,If you're not in my car in an hour and a half I'm going apeshit,"Якщо ти не будеш у моїй машині через півтори години, я збожеволію."
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD","Сьогодні день вибачень! Якщо я коли-небудь сердився на тебе, якщо я коли-небудь погано поводився або робив тобі боляче? Будь ласка, будь ласка, просто лясни себе, бо це твоя провина, я в основному хороший."
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,"Йоу, хлопці, ви коли-небудь підраховували, скільки нам потрібно на алкоголь? Ми з Джеєм намагаємося з'ясувати, скільки ми можемо безпечно витрачати на траву."
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,ЦЕ БУЛО 5 ХВИЛИН ТОМУ.
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.","Дякую за дзвінок. Забув привітати вас із святом, Сірджі. У мене тут все добре, і я згадав про вас, коли зустрів страховика. Зустрінемося в Катарі, інша Аллах. Рахеш, колишній співробітник Tata AIG, який приєднався до TISSCO, Тайсір."
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,"Вітаємо, ви отримали 500 ваучерів на CD або 125 гарантованих подарунків та безкоштовну участь 2 100 щотижневих розіграшів txt MUSIC на 87066 TnCs www.Ldew.com1win150ppmx3age16"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,"Наразі ваш баланс складає 500 фунтів - щоб максимізувати ваш внесок, надсилайте ГРОШІ на номер 86688 всього за 150 пенсів за смс. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL"
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.","Я актор. Коли я працюю, то працюю ввечері і сплю допізна. Оскільки зараз я безробітний, я ЗАВЖДИ сплю допізна. Коли ти безробітний, кожен день - субота."
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted","Привіт! Щойно приїхав, Сент-Ендрюс, хлопче, це довга дорога! Холодно. Я буду тримати тебе в курсі."
ham,Ha ha cool cool chikku chikku:-):-DB-),Ха-ха круто круто круто чикку чикку:-):-DB-)
ham,Oh ok no prob..,"О, добре, без проблем..."
ham,Check audrey's status right now,Перевірте статус Одрі прямо зараз
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,Я тут зайнятий. Намагаюся закінчити до Нового року. З нетерпінням чекаю нарешті зустрічі з тобою...
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always","Доброго дня, сонечко! Як світає цей день? Чи ми бадьорі і радіємо життю? Вдихаємо повітря і посміхаємося? Я думаю про тебе, моя любов ... Як завжди."
ham,Well i know Z will take care of me. So no worries.,"Ну, я знаю, що Зі подбає про мене. Так що не хвилюйся."
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=","Update_Now - Різдвяна пропозиція! Новітні телефони Motorola, SonyEricsson та Nokia та безкоштовний Bluetooth! Подвійні хвилини та 1000 текстів на Orange. Телефонуйте до MobileUpd8 на 08000839402 або call2optout/F4Q=."
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,"Ось ваш код знижки RP176781. Щоб зупинити подальші повідомлення, натисніть кнопку ""Стоп"". www.regalportfolio.co.uk. Обслуговування клієнтів 08717205546"
ham,Wat uniform? In where get?,Яка форма? Звідки?
ham,"Cool, text me when you're ready","Круто, напиши мені, коли будеш готовий"
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...","Привіт, мій хлопчику... Боже, я вже за тобою скучив, а я щойно прокинувся. Як би я хотіла, щоб ти був тут, в ліжку зі мною, обіймав мене. Я тебе кохаю..."
ham,I will spoil you in bed as well :),Я буду балувати тебе і в ліжку :)
ham,I'm going for bath will msg you next  &lt;#&gt;  min..,"Я йду у ванну, надішлю вам повідомлення через &lt;#&gt; хв."
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,"Я не можу продовжувати розмовляти з людьми, якщо не впевнений, що зможу заплатити їм, якщо вони погодяться на ціну. Тому, будь ласка, скажіть мені, що ви дійсно хочете купити і скільки ви готові заплатити"
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994","Дякуємо за замовлення рингтона, номер T91. З вас буде зніматися 4 фунти стерлінгів на тиждень. Ви можете скасувати підписку в будь-який час, зателефонувавши до служби підтримки клієнтів на 09057039994"
ham,Can you say what happen,"Чи можете ви сказати, що сталося"
ham,You could have seen me..i did't recognise you Face.:),"Ти міг би мене побачити, я не впізнав твого обличчя :)"
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,"Ну, в Ліндсі на Новий рік мало що відбувається *зітхає* Кілька барів в Птбо і блакитна чапля щось влаштовують."
ham,Keep my payasam there if rinu brings,"Тримай мій пайсам там, якщо Ріну принесе."
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,"Я вчила, що мені дзвонив сер Ранджит. Тому тільки я пишу такі смс. Бо він перевіряє проект. Прабу сказав сьогодні, тож тільки тату, не переплутай мене.."
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.","Мабуть, тому ти так хвилюєшся. Ти маєш знати, що організм сам себе відновлює. І я впевнений, що тобі не варто хвилюватися. Ми не будемо поспішати. Спочатку тести, вони покажуть, коли у вас овуляція, а потім просто розслабимося. Ніщо з того, що ви сказали, не є причиною для хвилювання, але я продовжуватиму спостерігати за вами."
ham,"Yeah sure, give me a couple minutes to track down my wallet","Так, звичайно, дайте мені пару хвилин, щоб знайти мій гаманець"
ham,Hey leave it. not a big deal:-) take care.,"Гей, залиш це. Нічого страшного:-) Бережи себе."
ham,Hey i will be late ah... Meet you at 945+,"Привіт, я буду пізно... Зустрінемося о 9:45."
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX","Подвоєні хвилини та SMS-повідомлення 4 6 місяців БЕЗКОШТОВНИЙ Bluetooth на Orange. Доступно на телефонах Sony, Nokia Motorola. Телефонуйте до MobileUpd8 на 08000839402 або call2optout/N9DX"
ham,It took Mr owl 3 licks,Містеру Сові знадобилося три рази облизати
ham,Customer place i will call you.,Я зателефоную вам.
ham,Mm that time you dont like fun,"Мм, коли ти не любиш розваги."
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,"Оренда помаранчевої лінії на 4 місяці за півціни та найновіші телефони з камерою 4 БЕЗКОШТОВНО. У вас був телефон 11 місяців? Телефонуйте MobilesDirect безкоштовно на 08000938767, щоб оновити зараз! or2stoptxt"
ham,Yup having my lunch buffet now.. U eat already?,"Так, у мене зараз шведський стіл. Ти вже поїв?"
ham,Huh so late... Fr dinner?,Так пізно... Вечеря?
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,"Привіт, то в цю суботу ми йдемо тільки на вступний пілатес? Чи кікбоксинг теж?"
ham,Morning only i can ok.,"Доброго ранку, тільки я можу."
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,"Так, я так думаю. Я на робочому місці, але мої коліна знаходяться в кімнаті, яка, здається, була увімкнена останні кілька днів. Я його не вимикала."
ham,Pick you up bout 7.30ish? What time are  and that going?,Забрати тебе десь о 7:30? О котрій ми їдемо?
ham,From here after The performance award is calculated every two month.not for current one month period..,"Відтепер премія розраховується кожні два місяці, а не за поточний місячний період."
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,"Насправді я спав і ще можу спати, коли ти передзвониш. Так що смс - це 8 балів. Ти крута, сестричко. Напишу, коли прокинуся."
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.","Ти завжди виставляєш свій бізнес напоказ. Ти викладаєш фото своєї дупи на фейсбук. Ти одна з найвідкритіших людей, яких я коли-небудь зустрічала. Чому я маю думати, що фото твоєї кімнати зашкодить тобі, змусить тебе відчути себе скривдженою."
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.","Доброго вечора, пане, ас-Салам Вахлейкум. Ділюся радісною новиною. З Божої ласки, я отримав пропозицію від Tayseer, TISSCO, і я приєднався. Сподіваюся, у вас все добре. ІншаАллах, до зустрічі. Рахеш, гість з Індії."
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,Хммм...добре...але я хочу швидко змінити сферу діяльності да:-)я хочу стати системним адміністратором або мережевим адміністратором...
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÃÂ¥ÃÂ£150pw to eÃÂ¥ÃÂ£nd txt stop","БЕЗКОШТОВНИЙ РИНГТОН відправте ПЕРШИМ на номер 87131, щоб отримати поліфонію, або відправте GET на номер 87131, щоб отримати справжній тон! Допомогти? 0845 2814032 16 після 1-го безкоштовного, тони 3x150pw до кінця тексту"
ham,Dear how is chechi. Did you talk to her,"Люба, як там Чечі? Ти говорив з нею"
ham,The hair cream has not been shipped.,Крем для волосся не був відправлений.
ham,None of that's happening til you get here though,"Але нічого з цього не станеться, поки ви не приїдете сюди."
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour","Так, велике різдвяне спалення ялинки в Локсахатчі починається за годину"
ham,"Haha get used to driving to usf man, I know a lot of stoners","Ха-ха, звикай їздити в USF, я знаю багато курців."
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,"Все було добре до трохи катастрофічного заняття сьогодні ввечері з моїми улюбленими улюбленими! Сподіваюся, вихідний добре. Кава була б хорошою, оскільки завтра не можна залишатися пізно. Той самий час + місце, як завжди?"
ham,Hello! Good week? Fancy a drink or something later?,Привіт! Гарний тиждень? Хочеш випити чи ще чогось пізніше?
ham,Headin towards busetop,Прямуємо до верхівки автобуса
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,"Повідомлення: відсутній текст* Відправник: Ім'я відсутнє* *Номер відсутній* Відправлено: Дата відсутня* Відсутній U багато, тобто все відсутнє, відправлено через fullonsms.com"
ham,Come by our room at some point so we can iron out the plan for this weekend,"Приходьте до нас в номер, щоб ми могли узгодити план на вихідні."
ham,Cos i want it to be your thing,"Бо я хочу, щоб це була твоя фішка."
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ","Гаразд... Я теж піду на Ян Цзю... Ми можемо пропустити Ард-Осо, піти в Сіне Ден, піти в Март Один, бла-бла-бла..."
ham,Bring home some Wendy =D,Принеси додому трохи Венді =D
spam,100 dating service cal;l 09064012103 box334sk38ch,100 служба знайомств cal;l 09064012103 box334sk38ch
ham,Whatsup there. Dont u want to sleep,Привіт. Не хочеш спати?
ham,Alright i have a new goal now,"Гаразд, тепер у мене нова мета."
spam,FREE entry into our ÃÂ¥ÃÂ£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,"БЕЗКОШТОВНА участь у нашому щотижневому конкурсі з призовим фондом 250 фунтів стерлінгів, просто надішліть слово WIN на номер 80086 ЗАРАЗ. 18 ЗАГАЛЬНІ ПОЛОЖЕННЯ ТА УМОВИ www.txttowin.co.uk"
ham,"Alright, I'll head out in a few minutes, text me where to meet you","Гаразд, я вийду через кілька хвилин, напиши мені, де зустрітися з тобою"
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,"Надішліть логотип 2 ur lover - 2 імена, з'єднані серцем. Txt LOVE NAME1 NAME2 MOBNO наприклад LOVE ADAM EVE 07123456789 на 87077 Yahoo! POBox36504W45WQ TxtNO 4 без реклами 150p"
ham,Yes:)from last week itself i'm taking live call.,Так :) з минулого тижня я приймаю дзвінки в прямому ефірі.
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,"Хтось зв'язався з нашою службою знайомств і ввів твій телефон, тому що ти йому подобаєшся! Щоб дізнатися, хто це, зателефонуйте зі стаціонарного телефону 09111032124 . PoBox12n146tf150p"
ham,Siva is in hostel aha:-.,Сива в хостелі ага:-.
spam,URGENT! Your Mobile number has been awarded with a ÃÂ¥ÃÂ£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,ТЕРМІНОВО! Ваш номер мобільного телефону ГАРАНТОВАНО отримав приз у розмірі 2000 фунтів стерлінгів. Зателефонуйте на номер 09058094455 зі стаціонарного телефону. Претензія 3030. Дійсний лише 12 годин
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Надішліть це своїм друзям і отримайте інформацію про свій голос..... Який у мене вираз обличчя? 1.дитячий 2.неслухняний 3.сентиментальний 4.галасливий 5.повний ставлення 6.романтичний 7.сором'язливий 8.привабливий 9.смішний &lt;#&gt; .дратівливий &lt;#&gt; .милий. відповісти мені...
ham,Ok. She'll be ok. I guess,Гаразд. З нею все буде добре. Я думаю.
ham,aathi..where are you dear..,"Ааті, де ти, люба?"
ham,Any pain on urination any thing else?,Біль при сечовипусканні чи щось інше?
ham,7 at esplanade.. Do ÃÂ_ mind giving me a lift cos i got no car today..,"7 на Еспланаді. Ви не могли б мене підвезти, бо я сьогодні без машини..."
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,"Я хочу терміново купити автомобіль BMW... це дуже терміново... але у мене не вистачає лаків... немає джерела, де можна було б дістати достатню кількість лаків... це моя проблема...""."
ham,At home watching tv lor.,Вдома дивився телевізор.
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question,"Зазвичай їй потрібно п'ятнадцять довбаних хвилин, щоб відповісти на питання ""так"" чи ""ні""."
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,"Вітаємо! Телефон з відеокамерою Nokia 3650 - твій дзвінок 09066382422 Вартість дзвінків 150 коп/хв, залежить від мобільних телефонів 16+ Закрити 300603 post BCM4284 Ldn WC1N3XX"
ham,Booked ticket for pongal?,Забронювали квиток на понгал?
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,Ви зараз вільні? Я в районі Хіллсборо.
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,У надісланому повідомленні просять &lt;#&gt; доларів. Я повинен заплатити &lt;#&gt; чи &lt;#&gt; ?
ham,"Ask g or iouri, I've told the story like ten times already","Запитайте Джи або Юрі, я розповідав цю історію вже разів десять"
ham,How long does applebees fucking take,Як довго триває трахание яблучної бджоли
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.","Привіт, сподіваюся, ви отримаєте цей txt~ подорож не була gd, зараз близько 50 хвилин запізнення, я думаю."
ham,But i have to. I like to have love and arrange.,Але я мушу. Я люблю любити і влаштовувати.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,"Так, він справді чудовий. Бхаджі сказав Каллісу, що він найкращий крикетист у світі після Сачіна :). Дуже важко вийти."
ham,You were supposed to wake ME up &gt;:(,Ти повинен був розбудити мене:(
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,"Ой... Я теж його бачив, але він мене не впізнав. Я знайшов групу Ляо."
ham,"Sorry, I'll call later","Вибач, я передзвоню пізніше."
ham,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,"\АГОВ, АГОВ, АГОВ, МАВПОЧКИ КАЖУТЬ, ЩО МИ МАВПУЄМО! ГОВДІ ГОРГІУС"
